chapterID,characterID,event,details,withID,team,title,prefix,
60,20,mentioned,,,,,,
60,630,mentioned,,,,,,
60,669,mentioned,,,,,,
60,782,mentioned,,,,,,
60,793,mentioned,,,,,,
60,808,mentioned,,,,,,
60,851,mentioned,,,,,,
60,1267,mentioned,,,,,,
60,1527,mentioned,,,,,,
60,2068,mentioned,,,,,,
60,782,killed,,793,,,,
60,793,killed,by a wight,782,,,,
60,851,gets,Longclaw,,,,,
61,352,mentioned,,,,,,
61,438,mentioned,,,,,,
61,862,mentioned,,,,,,
61,1145,mentioned,,,,,,
61,1404,mentioned,,,,,,
61,438,attacked,hurt,,,,,
61,1145,changes allegiances,,,Drogo,,,
62,2,mentioned,,,,,,
62,256,mentioned,,,,,,
62,629,mentioned,,,,,,
62,1309,mentioned,,,,,,
62,1431,mentioned,,,,,,
62,1486,mentioned,,,,,,
62,1552,mentioned,,,,,,
62,1553,mentioned,,,,,,
62,1660,mentioned,,,,,,
62,1716,mentioned,,,,,,
62,1727,mentioned,,,,,,
62,1857,mentioned,,,,,,
62,1309,changes allegiances,,1716,Tyrion,,,
62,1552,changes allegiances,,1716,Tyrion,,,
62,1716,attacked,hurt,,,,,
62,1857,captured,,,Lannister,,,
63,265,mentioned,,,,,,
63,287,mentioned,,,,,,
63,382,mentioned,,,,,,
63,455,mentioned,,,,,,
63,785,mentioned,,,,,,
63,1431,mentioned,,,,,,
63,1684,mentioned,,,,,,
63,1727,mentioned,,,,,,
63,382,killed,,785,,,,
63,455,killed,,785,,,,
63,785,captured,,1431,Stark,,,
63,1684,killed,,785,,,,
64,352,mentioned,,,,,,
64,438,mentioned,,,,,,
64,862,mentioned,,,,,,
64,1145,mentioned,,,,,,
64,1337,mentioned,,,,,,
64,1339,mentioned,,,,,,
64,1339,killed,,1337,,,,
65,136,mentioned,,,,,,
65,295,mentioned,,,,,,
65,456,mentioned,,,,,,
65,772,mentioned,,,,,,
65,790,mentioned,,,,,,
65,831,mentioned,,,,,,
65,1757,mentioned,,,,,,
65,1873,mentioned,,,,,,
65,2068,mentioned,,,,,,
65,456,killed,,772,,,,
65,772,gets,Ice,,,,,
65,772,changes allegiances,,,Lannister,,,
66,240,mentioned,,,,,,
66,456,mentioned,,,,,,
66,736,mentioned,,,,,,
66,851,mentioned,,,,,,
66,1013,mentioned,,,,,,
66,1255,mentioned,,,,,,
66,1426,mentioned,,,,,,
66,1451,mentioned,,,,,,
67,456,mentioned,,,,,,
67,785,mentioned,,,,,,
67,831,mentioned,,,,,,
67,1140,mentioned,,,,,,
67,1157,mentioned,,,,,,
67,1431,mentioned,,,,,,
67,1528,mentioned,,,,,,
67,1530,mentioned,,,,,,
67,1157,killed,,,Lannister,,,
68,352,mentioned,,,,,,
68,438,mentioned,,,,,,
68,862,mentioned,,,,,,
68,1145,mentioned,,,,,,
68,1406,mentioned,,,,,,
68,1770,mentioned,,,,,,
68,438,killed,,352,,,,
68,862,changes allegiances,,,Targaryen,,,
68,1145,changes allegiances,,,Essos,,,
68,1406,killed,,1145,,,,
69,163,mentioned,,,,,,
69,295,mentioned,,,,,,
69,456,mentioned,,,,,,
69,785,mentioned,,,,,,
69,790,mentioned,,,,,,
69,831,mentioned,,,,,,
69,900,mentioned,,,,,,
69,1035,mentioned,,,,,,
69,1066,mentioned,,,,,,
69,1122,mentioned,,,,,,
69,1396,mentioned,,,,,,
69,1431,mentioned,,,,,,
69,1552,mentioned,,,,,,
69,1586,mentioned,,,,,,
69,1716,mentioned,,,,,,
69,1727,mentioned,,,,,,
69,1757,mentioned,,,,,,
70,194,mentioned,,,,,,
70,630,mentioned,,,,,,
70,808,mentioned,,,,,,
70,851,mentioned,,,,,,
70,1013,mentioned,,,,,,
70,1057,mentioned,,,,,,
70,1335,mentioned,,,,,,
70,1431,mentioned,,,,,,
70,1527,mentioned,,,,,,
70,2068,mentioned,,,,,,
71,265,mentioned,,,,,,
71,287,mentioned,,,,,,
71,456,mentioned,,,,,,
71,746,mentioned,,,,,,
71,831,mentioned,,,,,,
71,852,mentioned,,,,,,
71,1018,mentioned,,,,,,
71,1303,mentioned,,,,,,
71,1396,mentioned,,,,,,
71,1431,mentioned,,,,,,
71,1598,mentioned,,,,,,
71,1676,mentioned,,,,,,
71,2068,mentioned,,,,,,
71,265,changes allegiances,,,Stark,,,
71,287,changes allegiances,,,Stark,,,
71,746,changes allegiances,,,Stark,,,
71,852,changes allegiances,,,Stark,,,
71,1396,changes allegiances,,,Renly,,,
71,1431,changes allegiances,,,Stark,,,
71,1598,changes allegiances,,,Stark,,,
72,352,mentioned,,,,,,
72,438,mentioned,,,,,,
72,826,mentioned,,,,,,
72,862,mentioned,,,,,,
72,1145,mentioned,,,,,,
72,826,changes allegiances,,,Targaryen,,,
72,1145,killed,,352,,,,
73,27,mentioned,,,,,,
73,385,mentioned,,,,,,
73,456,mentioned,,,,,,
73,836,mentioned,,,,,,
73,1046,mentioned,,,,,,
73,1122,mentioned,,,,,,
73,1396,mentioned,,,,,,
73,1404,mentioned,,,,,,
73,1432,mentioned,,,,,,
73,1545,mentioned,,,,,,
73,1562,mentioned,,,,,,
73,1586,mentioned,,,,,,
73,385,changes allegiances,,,Stannis,,,
73,1046,killed,,1122,,,,
73,1545,changes allegiances,,,Stannis,,,
73,1562,changes allegiances,,,Stannis,,,
73,1586,changes allegiances,,,Stannis,,,
74,136,mentioned,,,,,,
74,456,mentioned,,,,,,
74,586,mentioned,,,,,,
74,747,mentioned,,,,,,
74,968,mentioned,,,,,,
74,1873,mentioned,,,,,,
74,586,changes allegiances,,,Night Watch,,,
74,747,changes allegiances,,,Night Watch,,,
74,968,changes allegiances,,,Night Watch,,,
75,137,mentioned,,,,,,
75,287,mentioned,,,,,,
75,429,mentioned,,,,,,
75,456,mentioned,,,,,,
75,831,mentioned,,,,,,
75,987,mentioned,,,,,,
75,1528,mentioned,,,,,,
75,1530,mentioned,,,,,,
75,1676,mentioned,,,,,,
75,1716,mentioned,,,,,,
75,1770,mentioned,,,,,,
75,137,changes allegiances,,,Lannister,,,
75,429,changes allegiances,,,Lannister,,,
75,987,changes allegiances,,,Lannister,,,
75,1528,changes allegiances,,,Lannister,,,
75,1676,changes allegiances,,,Lannister,,,
75,1716,changes allegiances,,,Lannister,,,
76,136,mentioned,,,,,,
76,163,mentioned,,,,,,
76,295,mentioned,,,,,,
76,456,mentioned,,,,,,
76,785,mentioned,,,,,,
76,790,mentioned,,,,,,
76,831,mentioned,,,,,,
76,836,mentioned,,,,,,
76,922,mentioned,,,,,,
76,1058,mentioned,,,,,,
76,1303,mentioned,,,,,,
76,1396,mentioned,,,,,,
76,1431,mentioned,,,,,,
76,1434,mentioned,,,,,,
76,1530,mentioned,,,,,,
76,1552,mentioned,,,,,,
76,1716,mentioned,,,,,,
76,1727,mentioned,,,,,,
76,1757,mentioned,,,,,,
76,2068,mentioned,,,,,,
76,1058,changes allegiances,,,Lannister,,,
76,1716,named,,,,Hand of the King,Lord ,
76,1727,named,,,,lost title,Lord,
77,240,mentioned,,,,,,
77,287,mentioned,,,,,,
77,1013,mentioned,,,,,,
77,1201,mentioned,,,,,,
77,1255,mentioned,,,,,,
77,1431,mentioned,,,,,,
77,1451,mentioned,,,,,,
77,1782,mentioned,,,,,,
77,1013,changes allegiances,,,Stark,,,
77,1201,changes allegiances,,,Stark,,,
77,1451,changes allegiances,,,Stark,,,
77,1782,changes allegiances,,,Stark,,,
78,136,mentioned,,,,,,
78,224,mentioned,,,,,,
78,295,mentioned,,,,,,
78,586,mentioned,,,,,,
78,791,mentioned,,,,,,
78,1621,mentioned,,,,,,
78,1873,mentioned,,,,,,
78,224,changes allegiances,,,Night Watch,,,
78,791,changes allegiances,,,Night Watch,,,
79,20,mentioned,,,,,,
79,27,mentioned,,,,,,
79,136,mentioned,,,,,,
79,194,mentioned,,,,,,
79,240,mentioned,,,,,,
79,287,mentioned,,,,,,
79,418,mentioned,,,,,,
79,450,mentioned,,,,,,
79,630,mentioned,,,,,,
79,785,mentioned,,,,,,
79,793,mentioned,,,,,,
79,808,mentioned,,,,,,
79,831,mentioned,,,,,,
79,851,mentioned,,,,,,
79,1013,mentioned,,,,,,
79,1045,mentioned,,,,,,
79,1201,mentioned,,,,,,
79,1267,mentioned,,,,,,
79,1329,mentioned,,,,,,
79,1335,mentioned,,,,,,
79,1396,mentioned,,,,,,
79,1431,mentioned,,,,,,
79,1434,mentioned,,,,,,
79,1527,mentioned,,,,,,
79,1586,mentioned,,,,,,
79,1808,mentioned,,,,,,
79,2068,mentioned,,,,,,
80,154,mentioned,,,,,,
80,265,mentioned,,,,,,
80,287,mentioned,,,,,,
80,311,mentioned,,,,,,
80,456,mentioned,,,,,,
80,462,mentioned,,,,,,
80,629,mentioned,,,,,,
80,746,mentioned,,,,,,
80,852,mentioned,,,,,,
80,1018,mentioned,,,,,,
80,1396,mentioned,,,,,,
80,1420,mentioned,,,,,,
80,1431,mentioned,,,,,,
80,1584,mentioned,,,,,,
80,1648,mentioned,,,,,,
80,1727,mentioned,,,,,,
80,1018,killed,,629,,,,
80,1584,changes allegiances,,,Lannister,,,
81,55,mentioned,,,,,,
81,161,mentioned,,,,,,
81,256,mentioned,,,,,,
81,295,mentioned,,,,,,
81,456,mentioned,,,,,,
81,586,mentioned,,,,,,
81,772,mentioned,,,,,,
81,776,mentioned,,,,,,
81,790,mentioned,,,,,,
81,831,mentioned,,,,,,
81,1303,mentioned,,,,,,
81,1434,mentioned,,,,,,
81,1716,mentioned,,,,,,
81,1727,mentioned,,,,,,
81,1757,mentioned,,,,,,
81,55,sentenced,,1716,,,,
81,161,killed,,55,,,,
81,776,named,,,,captain of the city watch,Captain ,
81,776,changes allegiances,,1716,Tyrion,,,
81,790,sent,to night watch,,,,,
82,136,mentioned,,,,,,
82,295,mentioned,,,,,,
82,586,mentioned,,,,,,
82,1873,mentioned,,,,,,
82,2068,mentioned,,,,,,
83,385,mentioned,,,,,,
83,645,mentioned,,,,,,
83,754,mentioned,,,,,,
83,831,mentioned,,,,,,
83,1122,mentioned,,,,,,
83,1195,mentioned,,,,,,
83,1434,mentioned,,,,,,
83,1520,mentioned,,,,,,
83,1545,mentioned,,,,,,
83,1586,mentioned,,,,,,
83,1676,mentioned,,,,,,
83,2068,mentioned,,,,,,
83,645,captured,,1122,Red God,,,
83,754,killed,,1122,,,,
83,1586,gets,Lightbringer,,,,,
84,8,mentioned,,,,,,
84,25,mentioned,,,,,,
84,138,mentioned,,,,,,
84,154,mentioned,,,,,,
84,456,mentioned,,,,,,
84,1431,mentioned,,,,,,
84,1648,mentioned,,,,,,
84,1648,changes allegiances,,,Greyjoy,,,
85,8,mentioned,,,,,,
85,352,mentioned,,,,,,
85,456,mentioned,,,,,,
85,826,mentioned,,,,,,
85,862,mentioned,,,,,,
85,1434,mentioned,,,,,,
85,1770,mentioned,,,,,,
86,136,mentioned,,,,,,
86,194,mentioned,,,,,,
86,300,mentioned,,,,,,
86,300,mentioned,,,,,,
86,450,mentioned,,,,,,
86,458,mentioned,,,,,,
86,630,mentioned,,,,,,
86,793,mentioned,,,,,,
86,808,mentioned,,,,,,
86,851,mentioned,,,,,,
86,1045,mentioned,,,,,,
86,1335,mentioned,,,,,,
86,1434,mentioned,,,,,,
86,1527,mentioned,,,,,,
86,1808,mentioned,,,,,,
86,2068,mentioned,,,,,,
87,93,mentioned,,,,,,
87,136,mentioned,,,,,,
87,204,mentioned,,,,,,
87,586,mentioned,,,,,,
87,747,mentioned,,,,,,
87,831,mentioned,,,,,,
87,968,mentioned,,,,,,
87,1488,mentioned,,,,,,
87,1873,mentioned,,,,,,
87,968,attacked,hurt,93,,,,
88,295,mentioned,,,,,,
88,456,mentioned,,,,,,
88,831,mentioned,,,,,,
88,836,mentioned,,,,,,
88,1303,mentioned,,,,,,
88,1545,mentioned,,,,,,
88,1552,mentioned,,,,,,
88,1562,mentioned,,,,,,
88,1586,mentioned,,,,,,
88,1716,mentioned,,,,,,
88,1727,mentioned,,,,,,
88,1757,mentioned,,,,,,
89,240,mentioned,,,,,,
89,295,mentioned,,,,,,
89,382,mentioned,,,,,,
89,420,mentioned,,,,,,
89,736,mentioned,,,,,,
89,852,mentioned,,,,,,
89,1013,mentioned,,,,,,
89,1371,mentioned,,,,,,
89,1393,mentioned,,,,,,
89,1451,mentioned,,,,,,
89,1486,mentioned,,,,,,
89,1727,mentioned,,,,,,
89,1857,mentioned,,,,,,
89,1860,mentioned,,,,,,
89,420,changes allegiances,,,Stark,,,
89,1857,changes allegiances,,,Stark,,,
89,1860,changes allegiances,,,Stark,,,
90,256,mentioned,,,,,,
90,295,mentioned,,,,,,
90,431,mentioned,,,,,,
90,483,mentioned,,,,,,
90,629,mentioned,,,,,,
90,836,mentioned,,,,,,
90,1195,mentioned,,,,,,
90,1303,mentioned,,,,,,
90,1326,mentioned,,,,,,
90,1432,mentioned,,,,,,
90,1676,mentioned,,,,,,
90,1716,mentioned,,,,,,
90,1727,mentioned,,,,,,
90,1757,mentioned,,,,,,
91,234,mentioned,,,,,,
91,429,mentioned,,,,,,
91,629,mentioned,,,,,,
91,1528,mentioned,,,,,,
91,1530,mentioned,,,,,,
91,2068,mentioned,,,,,,
91,429,changes allegiances,,,Littlefinger,,,
92,136,mentioned,,,,,,
92,586,mentioned,,,,,,
92,629,mentioned,,,,,,
92,747,mentioned,,,,,,
92,968,mentioned,,,,,,
92,1361,mentioned,,,,,,
92,1873,mentioned,,,,,,
92,136,captured,,629,Lannister,,,
92,586,captured,,629,Lannister,,,
92,747,captured,,629,Lannister,,,
92,968,killed,,1361,,,,
92,1873,killed,by Lannister forces,,,,,
93,27,mentioned,,,,,,
93,256,mentioned,,,,,,
93,295,mentioned,,,,,,
93,311,mentioned,,,,,,
93,431,mentioned,,,,,,
93,776,mentioned,,,,,,
93,1195,mentioned,,,,,,
93,1326,mentioned,,,,,,
93,1396,mentioned,,,,,,
93,1431,mentioned,,,,,,
93,1584,mentioned,,,,,,
93,1716,mentioned,,,,,,
93,2068,mentioned,,,,,,
94,130,mentioned,,,,,,
94,240,mentioned,,,,,,
94,456,mentioned,,,,,,
94,832,mentioned,,,,,,
94,1013,mentioned,,,,,,
94,1108,mentioned,,,,,,
94,2068,mentioned,,,,,,
95,163,mentioned,,,,,,
95,255,mentioned,,,,,,
95,287,mentioned,,,,,,
95,295,mentioned,,,,,,
95,456,mentioned,,,,,,
95,970,mentioned,,,,,,
95,1035,mentioned,,,,,,
95,1396,mentioned,,,,,,
95,1431,mentioned,,,,,,
95,1434,mentioned,,,,,,
95,1586,mentioned,,,,,,
95,255,named,,,,Knight of the Rainbowguard,Lady ,
96,194,mentioned,,,,,,
96,334,mentioned,,,,,,
96,456,mentioned,,,,,,
96,603,mentioned,,,,,,
96,630,mentioned,,,,,,
96,669,mentioned,,,,,,
96,808,mentioned,,,,,,
96,851,mentioned,,,,,,
96,929,mentioned,,,,,,
96,1013,mentioned,,,,,,
96,1057,mentioned,,,,,,
96,1431,mentioned,,,,,,
96,1527,mentioned,,,,,,
96,1808,mentioned,,,,,,
96,2068,mentioned,,,,,,
97,25,mentioned,,,,,,
97,138,mentioned,,,,,,
97,154,mentioned,,,,,,
97,1431,mentioned,,,,,,
97,1648,mentioned,,,,,,
97,1763,mentioned,,,,,,
97,2068,mentioned,,,,,,
98,27,mentioned,,,,,,
98,136,mentioned,,,,,,
98,287,mentioned,,,,,,
98,295,mentioned,,,,,,
98,311,mentioned,,,,,,
98,319,mentioned,,,,,,
98,456,mentioned,,,,,,
98,755,mentioned,,,,,,
98,772,mentioned,,,,,,
98,785,mentioned,,,,,,
98,836,mentioned,,,,,,
98,1035,mentioned,,,,,,
98,1066,mentioned,,,,,,
98,1195,mentioned,,,,,,
98,1303,mentioned,,,,,,
98,1326,mentioned,,,,,,
98,1396,mentioned,,,,,,
98,1404,mentioned,,,,,,
98,1431,mentioned,,,,,,
98,1432,mentioned,,,,,,
98,1434,mentioned,,,,,,
98,1553,mentioned,,,,,,
98,1586,mentioned,,,,,,
98,1660,mentioned,,,,,,
98,1716,mentioned,,,,,,
98,1727,mentioned,,,,,,
98,1757,mentioned,,,,,,
98,2068,mentioned,,,,,,
98,1326,captured,,1716,Lannister,,,
99,136,mentioned,,,,,,
99,204,mentioned,,,,,,
99,629,mentioned,,,,,,
99,747,mentioned,,,,,,
99,1312,mentioned,,,,,,
99,1656,mentioned,,,,,,
99,1812,mentioned,,,,,,
100,27,mentioned,,,,,,
100,352,mentioned,,,,,,
100,831,mentioned,,,,,,
100,862,mentioned,,,,,,
100,1338,mentioned,,,,,,
100,1434,mentioned,,,,,,
101,240,mentioned,,,,,,
101,420,mentioned,,,,,,
101,736,mentioned,,,,,,
101,832,mentioned,,,,,,
101,1013,mentioned,,,,,,
101,1108,mentioned,,,,,,
101,1371,mentioned,,,,,,
101,1451,mentioned,,,,,,
102,295,mentioned,,,,,,
102,456,mentioned,,,,,,
102,776,mentioned,,,,,,
102,785,mentioned,,,,,,
102,836,mentioned,,,,,,
102,922,mentioned,,,,,,
102,1309,mentioned,,,,,,
102,1326,mentioned,,,,,,
102,1434,mentioned,,,,,,
102,1552,mentioned,,,,,,
102,1553,mentioned,,,,,,
102,1716,mentioned,,,,,,
102,1326,freed,,,,,,
103,93,mentioned,,,,,,
103,136,mentioned,,,,,,
103,224,mentioned,,,,,,
103,303,mentioned,,,,,,
103,586,mentioned,,,,,,
103,629,mentioned,,,,,,
103,747,mentioned,,,,,,
103,791,mentioned,,,,,,
103,831,mentioned,,,,,,
103,1431,mentioned,,,,,,
103,1434,mentioned,,,,,,
103,1486,mentioned,,,,,,
103,1488,mentioned,,,,,,
103,1727,mentioned,,,,,,
103,1755,mentioned,,,,,,
103,1812,mentioned,,,,,,
103,224,changes allegiances,,,Brave Companions,,,
103,303,killed,,791,,,,
103,791,changes allegiances,,,Brave Companions,,,
103,1488,changes allegiances,,,Brave Companions,,,
104,287,mentioned,,,,,,
104,295,mentioned,,,,,,
104,456,mentioned,,,,,,
104,836,mentioned,,,,,,
104,970,mentioned,,,,,,
104,1035,mentioned,,,,,,
104,1066,mentioned,,,,,,
104,1122,mentioned,,,,,,
104,1373,mentioned,,,,,,
104,1396,mentioned,,,,,,
104,1429,mentioned,,,,,,
104,1431,mentioned,,,,,,
104,1434,mentioned,,,,,,
104,1586,mentioned,,,,,,
104,1872,mentioned,,,,,,
105,27,mentioned,,,,,,
105,105,mentioned,,,,,,
105,234,mentioned,,,,,,
105,256,mentioned,,,,,,
105,295,mentioned,,,,,,
105,429,mentioned,,,,,,
105,785,mentioned,,,,,,
105,831,mentioned,,,,,,
105,1021,mentioned,,,,,,
105,1140,mentioned,,,,,,
105,1431,mentioned,,,,,,
105,1434,mentioned,,,,,,
105,1465,mentioned,,,,,,
105,1501,mentioned,,,,,,
105,1528,mentioned,,,,,,
105,1530,mentioned,,,,,,
105,1584,mentioned,,,,,,
105,1660,mentioned,,,,,,
105,1727,mentioned,,,,,,
105,105,presumed dead,,,,,,
105,1021,presumed dead,,,,,,
105,1465,presumed dead,,,,,,
105,1501,killed,,1431,,,,
105,1584,killed,,1420,,,,
106,240,mentioned,,,,,,
106,255,mentioned,,,,,,
106,287,mentioned,,,,,,
106,295,mentioned,,,,,,
106,456,mentioned,,,,,,
106,500,mentioned,,,,,,
106,785,mentioned,,,,,,
106,831,mentioned,,,,,,
106,836,mentioned,,,,,,
106,1046,mentioned,,,,,,
106,1396,mentioned,,,,,,
106,1429,mentioned,,,,,,
106,1431,mentioned,,,,,,
106,1434,mentioned,,,,,,
106,1586,mentioned,,,,,,
106,1396,killed,,1122,,,,
107,630,mentioned,,,,,,
107,669,mentioned,,,,,,
107,782,mentioned,,,,,,
107,808,mentioned,,,,,,
107,851,mentioned,,,,,,
107,1335,mentioned,,,,,,
108,41,mentioned,,,,,,
108,240,mentioned,,,,,,
108,298,mentioned,,,,,,
108,420,mentioned,,,,,,
108,832,mentioned,,,,,,
108,1013,mentioned,,,,,,
108,1108,mentioned,,,,,,
108,1142,mentioned,,,,,,
108,1371,mentioned,,,,,,
108,1393,mentioned,,,,,,
108,1426,mentioned,,,,,,
108,1431,mentioned,,,,,,
108,1451,mentioned,,,,,,
108,1486,mentioned,,,,,,
108,1598,mentioned,,,,,,
108,2068,mentioned,,,,,,
108,420,killed,,1371,,,,
108,1598,killed,by Lannister forces,,,,,
109,48,mentioned,,,,,,
109,295,mentioned,,,,,,
109,500,mentioned,,,,,,
109,831,mentioned,,,,,,
109,970,mentioned,,,,,,
109,1035,mentioned,,,,,,
109,1066,mentioned,,,,,,
109,1294,mentioned,,,,,,
109,1303,mentioned,,,,,,
109,1373,mentioned,,,,,,
109,1396,mentioned,,,,,,
109,1429,mentioned,,,,,,
109,1586,mentioned,,,,,,
109,1716,mentioned,,,,,,
109,1757,mentioned,,,,,,
109,2068,mentioned,,,,,,
109,500,killed,,970,,,,
109,1373,changes allegiances,,,Tyrell,,,
109,1429,killed,,970,,,,
110,25,mentioned,,,,,,
110,138,mentioned,,,,,,
110,192,mentioned,,,,,,
110,1451,mentioned,,,,,,
110,1648,mentioned,,,,,,
110,1763,mentioned,,,,,,
110,2068,mentioned,,,,,,
110,192,killed,,1648,,,,
111,93,mentioned,,,,,,
111,136,mentioned,,,,,,
111,303,mentioned,,,,,,
111,629,mentioned,,,,,,
111,791,mentioned,,,,,,
111,1431,mentioned,,,,,,
111,1488,mentioned,,,,,,
111,1727,mentioned,,,,,,
111,1755,mentioned,,,,,,
111,1812,mentioned,,,,,,
111,1812,killed,,791,,,,
112,255,mentioned,,,,,,
112,287,mentioned,,,,,,
112,295,mentioned,,,,,,
112,311,mentioned,,,,,,
112,328,mentioned,,,,,,
112,456,mentioned,,,,,,
112,462,mentioned,,,,,,
112,465,mentioned,,,,,,
112,719,mentioned,,,,,,
112,746,mentioned,,,,,,
112,785,mentioned,,,,,,
112,836,mentioned,,,,,,
112,852,mentioned,,,,,,
112,975,mentioned,,,,,,
112,1431,mentioned,,,,,,
112,1434,mentioned,,,,,,
112,1486,mentioned,,,,,,
112,1584,mentioned,,,,,,
112,1716,mentioned,,,,,,
112,1727,mentioned,,,,,,
112,255,named,,,,knight,Lady ,
112,255,changes allegiances,,287,Brienne,,,
113,352,mentioned,,,,,,
113,771,mentioned,,,,,,
113,862,mentioned,,,,,,
113,1338,mentioned,,,,,,
114,121,mentioned,,,,,,
114,137,mentioned,,,,,,
114,234,mentioned,,,,,,
114,256,mentioned,,,,,,
114,295,mentioned,,,,,,
114,431,mentioned,,,,,,
114,776,mentioned,,,,,,
114,831,mentioned,,,,,,
114,966,mentioned,,,,,,
114,1140,mentioned,,,,,,
114,1195,mentioned,,,,,,
114,1257,mentioned,,,,,,
114,1528,mentioned,,,,,,
114,1530,mentioned,,,,,,
114,1676,mentioned,,,,,,
114,1716,mentioned,,,,,,
114,1757,mentioned,,,,,,
114,2068,mentioned,,,,,,
114,121,killed,by citizens of King's Landing,,,,,
115,48,mentioned,,,,,,
115,328,mentioned,,,,,,
115,385,mentioned,,,,,,
115,465,mentioned,,,,,,
115,1046,mentioned,,,,,,
115,1122,mentioned,,,,,,
115,1396,mentioned,,,,,,
115,1434,mentioned,,,,,,
115,1586,mentioned,,,,,,
115,2068,mentioned,,,,,,
115,328,killed,,1122,,,,
116,51,mentioned,,,,,,
116,300,mentioned,,,,,,
116,456,mentioned,,,,,,
116,630,mentioned,,,,,,
116,669,mentioned,,,,,,
116,808,mentioned,,,,,,
116,851,mentioned,,,,,,
116,929,mentioned,,,,,,
116,1057,mentioned,,,,,,
116,1335,mentioned,,,,,,
116,1422,mentioned,,,,,,
116,1527,mentioned,,,,,,
116,51,killed,,1335,,,,
117,256,mentioned,,,,,,
117,295,mentioned,,,,,,
117,328,mentioned,,,,,,
117,776,mentioned,,,,,,
117,922,mentioned,,,,,,
117,966,mentioned,,,,,,
117,1552,mentioned,,,,,,
117,1586,mentioned,,,,,,
117,1676,mentioned,,,,,,
117,1716,mentioned,,,,,,
117,1719,mentioned,,,,,,
117,1727,mentioned,,,,,,
117,1757,mentioned,,,,,,
118,243,mentioned,,,,,,
118,287,mentioned,,,,,,
118,311,mentioned,,,,,,
118,462,mentioned,,,,,,
118,465,mentioned,,,,,,
118,629,mentioned,,,,,,
118,746,mentioned,,,,,,
118,831,mentioned,,,,,,
118,1303,mentioned,,,,,,
118,1371,mentioned,,,,,,
118,1431,mentioned,,,,,,
118,1486,mentioned,,,,,,
118,1530,mentioned,,,,,,
118,1586,mentioned,,,,,,
118,1716,mentioned,,,,,,
118,1727,mentioned,,,,,,
118,629,attacked,hurt by Stark forces,,,,,
119,41,mentioned,,,,,,
119,240,mentioned,,,,,,
119,298,mentioned,,,,,,
119,832,mentioned,,,,,,
119,1013,mentioned,,,,,,
119,1142,mentioned,,,,,,
119,1255,mentioned,,,,,,
119,1393,mentioned,,,,,,
119,1648,mentioned,,,,,,
119,41,killed,,1648,,,,
119,298,killed,,1648,,,,
119,1142,killed,,1648,,,,
119,1255,changes allegiances,,,Greyjoy,,,
119,1393,changes allegiances,,,Greyjoy,,,
120,93,mentioned,,,,,,
120,136,mentioned,,,,,,
120,224,mentioned,,,,,,
120,586,mentioned,,,,,,
120,747,mentioned,,,,,,
120,791,mentioned,,,,,,
120,831,mentioned,,,,,,
120,1441,mentioned,,,,,,
120,1486,mentioned,,,,,,
120,1488,mentioned,,,,,,
120,1554,mentioned,,,,,,
120,1755,mentioned,,,,,,
120,1873,mentioned,,,,,,
120,93,sentenced,,1486,,,,
120,93,killed,by bear,,,,,
121,12,mentioned,,,,,,
121,352,mentioned,,,,,,
121,438,mentioned,,,,,,
121,483,mentioned,,,,,,
121,826,mentioned,,,,,,
121,862,mentioned,,,,,,
121,1145,mentioned,,,,,,
121,1396,mentioned,,,,,,
121,1404,mentioned,,,,,,
121,1406,mentioned,,,,,,
121,1770,mentioned,,,,,,
122,155,mentioned,,,,,,
122,234,mentioned,,,,,,
122,256,mentioned,,,,,,
122,352,mentioned,,,,,,
122,776,mentioned,,,,,,
122,1257,mentioned,,,,,,
122,1586,mentioned,,,,,,
122,1676,mentioned,,,,,,
122,1716,mentioned,,,,,,
122,1757,mentioned,,,,,,
122,155,changes allegiances,,,Lannister,,,
123,138,mentioned,,,,,,
123,240,mentioned,,,,,,
123,736,mentioned,,,,,,
123,1013,mentioned,,,,,,
123,1255,mentioned,,,,,,
123,1393,mentioned,,,,,,
123,1426,mentioned,,,,,,
123,1486,mentioned,,,,,,
123,1648,mentioned,,,,,,
123,1782,mentioned,,,,,,
124,851,mentioned,,,,,,
124,1057,mentioned,,,,,,
124,1335,mentioned,,,,,,
124,1869,mentioned,,,,,,
125,295,mentioned,,,,,,
125,429,mentioned,,,,,,
125,629,mentioned,,,,,,
125,831,mentioned,,,,,,
125,1122,mentioned,,,,,,
125,1434,mentioned,,,,,,
125,1528,mentioned,,,,,,
125,1530,mentioned,,,,,,
125,1586,mentioned,,,,,,
125,1716,mentioned,,,,,,
125,1757,mentioned,,,,,,
126,240,mentioned,,,,,,
126,452,mentioned,,,,,,
126,851,mentioned,,,,,,
126,1057,mentioned,,,,,,
126,1267,mentioned,,,,,,
126,1335,mentioned,,,,,,
126,1869,mentioned,,,,,,
127,155,mentioned,,,,,,
127,240,mentioned,,,,,,
127,287,mentioned,,,,,,
127,295,mentioned,,,,,,
127,785,mentioned,,,,,,
127,831,mentioned,,,,,,
127,1426,mentioned,,,,,,
127,1528,mentioned,,,,,,
127,1530,mentioned,,,,,,
127,1552,mentioned,,,,,,
127,1648,mentioned,,,,,,
127,1676,mentioned,,,,,,
127,1716,mentioned,,,,,,
127,1757,mentioned,,,,,,
127,240,presumed dead,,,,,,
127,1426,presumed dead,,,,,,
